Date;MSI RX 6800 XT GAMING X TRIO 16G
2020-12-31;2030
2021-01-01;2030
2021-01-02;2030
2021-01-03;2030
2021-01-04;2030
2021-01-05;2030
2021-01-06;2030
2021-01-07;1299.99
2021-01-08;1899.97
2021-01-09;1899.97
2021-01-10;1898
2021-01-11;1759.99
2021-01-12;1759.99
2021-01-13;1759.9
2021-01-14;1759.9
2021-01-15;1759.9
2021-01-16;1759.9
2021-01-17;1699
2021-01-18;1650
2021-01-19;1631.75
2021-01-20;1570.67
2021-01-21;1402.11
2021-01-22;1367.95
2021-01-23;1360.81
2021-01-24;1346.67
2021-01-25;1351.69
2021-01-26;1331.57
2021-01-27;1325.87
2021-01-28;1299.35
2021-01-29;1299.88
2021-01-30;1292.45
2021-01-31;1306.64
2021-02-01;1287.85
2021-02-02;1322.69
2021-02-03;1375.21
2021-02-04;1343.99
2021-02-05;1314.29
2021-02-06;1299.85
2021-02-07;1344.4
2021-02-08;1345.04
2021-02-09;1342.05
2021-02-10;1495.41
2021-02-11;1488.11
2021-02-12;1378.46
2021-02-13;1364.14
2021-02-14;1366.69
2021-02-15;1366.69
2021-02-16;1381.06
2021-02-17;1344.52
2021-02-18;1348.74
2021-02-19;1406.69
2021-02-20;1452.24
2021-02-21;1426.99
2021-02-22;1492.66
2021-02-23;1482.05
2021-02-24;1573.18
2021-02-25;1536.94
2021-02-26;1560.98
2021-02-27;1490.84
2021-02-28;1490.88
2021-03-01;1540.66
2021-03-02;1511.16
2021-03-03;1509
2021-03-04;1508.28
2021-03-05;1566.21
2021-03-06;1503.99
2021-03-07;1515.42
2021-03-08;1518.42
2021-03-09;1632.45
2021-03-10;1548.99
2021-03-11;1540.69
2021-03-12;1565.45
2021-03-13;1547.84
2021-03-14;1502.85
2021-03-15;1503.85
2021-03-16;1478.99
2021-03-17;1584.41
2021-03-18;1586.07
2021-03-19;1677.83
2021-03-20;1716.63
2021-03-21;1616.52
2021-03-22;1604.36
2021-03-23;1635.63
2021-03-24;1729.69
2021-03-25;1774.39
2021-03-26;1726.72
2021-03-27;1763.08
2021-03-28;1753.99
2021-03-29;1753.9
2021-03-30;1738.72
2021-03-31;1726.81
2021-04-01;1717.35
2021-04-02;1711.26
2021-04-03;1612.1
2021-04-04;1631.33
2021-04-05;1627.48
2021-04-06;1666.77
2021-04-07;1672.12
2021-04-08;1660.44
2021-04-09;1748.57
2021-04-10;1765.93
2021-04-11;1769.47
2021-04-12;1779.68
2021-04-13;1774.31
2021-04-14;1838.25
2021-04-15;1775.54
2021-04-16;1730.16
2021-04-17;1685.53
2021-04-18;1838.19
2021-04-19;1812.19
2021-04-20;1832.29
2021-04-21;1821.09
2021-04-22;1810.29
2021-04-23;1803.69
2021-04-24;1813.79
2021-04-25;1818.09
2021-04-26;1812.99
2021-04-27;1800.79
2021-04-28;1812.89
2021-04-29;1818.09
2021-04-30;1817.89
2021-05-01;1812.39
2021-05-02;1745.74
2021-05-03;1737.41
2021-05-04;1737.41
2021-05-05;1737.32
2021-05-06;1728.08
2021-05-07;1734.32
2021-05-08;1732.57
2021-05-09;1751.82
2021-05-10;1748.24
2021-05-11;1769.08
2021-05-12;1795.74
2021-05-13;1828.99
2021-05-14;1811.33
2021-05-15;1811.33
2021-05-16;1811.33
2021-05-17;1813.91
2021-05-18;1978.36
2021-05-19;1978.36
2021-05-20;2066.92
2021-05-21;2057.53
2021-05-22;2063.86
2021-05-23;2044.82
2021-05-24;1858.86
2021-05-25;1861.43
2021-05-26;1869.13
2021-05-27;1910.49
2021-05-28;1888.62
2021-05-29;1885
2021-05-30;1927.95
2021-05-31;1933.82
2021-06-01;1944.09
2021-06-02;1932.08
2021-06-03;1974.18
2021-06-04;1967.3
2021-06-05;1967.91
2021-06-06;1973.62
2021-06-07;1955.62
2021-06-08;1946.21
2021-06-09;1946.14
2021-06-10;1909.41
2021-06-11;1826.2
2021-06-12;1806.35
2021-06-13;1805.37
2021-06-14;1844.21
2021-06-15;1844.14
2021-06-16;1845.97
2021-06-17;1827.07
2021-06-18;1834.43
2021-06-19;1818.1
2021-06-20;1827.37
2021-06-21;1821.87
2021-06-22;1809.76
2021-06-23;1790.39
2021-06-24;1746.2
2021-06-25;1737.66
2021-06-26;1731.45
2021-06-27;1731.45
2021-06-28;1743.02
2021-06-29;1733.86
2021-06-30;1724.55
2021-07-01;1699.94
2021-07-02;1688.98
2021-07-03;1708.51
2021-07-04;1714.83
2021-07-05;1712.14
2021-07-06;1690.88
2021-07-07;1696.77
2021-07-08;1690.85
2021-07-09;1682.66
2021-07-10;1684.74
2021-07-11;1688.82
2021-07-12;1672.15
2021-07-13;1652.59
2021-07-14;1676.2
2021-07-15;1652
2021-07-16;1648.31
2021-07-17;1658.26
2021-07-18;1673.76
2021-07-19;1625.25
2021-07-20;1628.77
2021-07-21;1614.95
2021-07-22;1602.89
2021-07-23;1560.59
2021-07-24;1565.74
2021-07-25;1560.24
2021-07-26;1560.87
2021-07-27;1562.62
2021-07-28;1579.08
2021-07-29;1567.01
2021-07-30;1570.18
2021-07-31;1570.26
2021-08-01;1570.18
2021-08-02;1564.43
2021-08-03;1562.48
2021-08-04;1545.54
2021-08-05;1546.76
2021-08-06;1548.9
2021-08-07;1557.98
2021-08-08;1559.84
2021-08-09;1560.13
2021-08-10;1588
2021-08-11;1576.34
2021-08-12;1583.12
2021-08-13;1594.96
2021-08-14;1606.37
2021-08-15;1608.92
2021-08-16;1612.84
2021-08-17;1627.24
2021-08-18;1618.38
2021-08-19;1609.09
2021-08-20;1619.43
2021-08-21;1606.87
2021-08-22;1602.6
2021-08-23;1604.33
2021-08-24;1613.49
2021-08-25;1609.57
2021-08-26;1602.25
2021-08-27;1609.18
2021-08-28;1619.85
2021-08-29;1633.74
2021-08-30;1580.55
2021-08-31;1580.67
2021-09-01;1586.26
2021-09-02;1591.51
2021-09-03;1595.94
2021-09-04;1597.09
2021-09-05;1593.03
2021-09-06;1663.5
2021-09-07;1675.33
2021-09-08;1692.2
2021-09-09;1651.44
2021-09-10;1665.3
2021-09-11;1641.01
2021-09-12;1644.42
2021-09-13;1659.84
2021-09-14;1678
2021-09-15;1706.32
2021-09-16;1706.5
2021-09-17;1702.72
2021-09-18;1709.89
2021-09-19;1633.43
2021-09-20;1612.7
2021-09-21;1651.12
2021-09-22;1644.74
2021-09-23;1650.66
2021-09-24;1641.2
2021-09-25;1646.02
2021-09-26;1646.02
2021-09-27;1644.8
2021-09-28;1650.97
2021-09-29;1622.89
2021-09-30;1617.46
2021-10-01;1610.03
2021-10-02;1620.46
2021-10-03;1620.46
2021-10-04;1614.96
2021-10-05;1614.96
2021-10-06;1609.81
2021-10-07;1636.8
2021-10-08;1636.8
2021-10-09;1636.77
2021-10-10;1635.01
2021-10-11;1636.43
2021-10-12;1653.02
2021-10-13;1650.23
2021-10-14;1632.68
2021-10-15;1628.91
2021-10-16;1635.1
2021-10-17;1645.65
2021-10-18;1651.33
2021-10-19;1651.15
2021-10-20;1646.99
2021-10-21;1647.03
2021-10-22;1626.65
2021-10-23;1624.53
2021-10-24;1617.39
2021-10-25;1616.55
2021-10-26;1616.53
2021-10-27;1662.66
2021-10-28;1620.31
2021-10-29;1616.14
2021-10-30;1616.9
2021-10-31;1633.78
2021-11-01;1634.92
2021-11-02;1641.58
2021-11-03;1645.72
2021-11-04;1643.75
2021-11-05;1642.34
2021-11-06;1640.88
2021-11-07;1645.1
2021-11-08;1656.05
2021-11-09;1654.92
2021-11-10;1647.72
2021-11-11;1667.88
2021-11-12;1683.43
2021-11-13;1680.76
2021-11-14;1660.61
2021-11-15;1653.55
2021-11-16;1671.36
2021-11-17;1705.64
2021-11-18;1652.07
2021-11-19;1679.38
2021-11-20;1682.8
2021-11-21;1667.51
2021-11-22;1656.51
2021-11-23;1644.1
2021-11-24;1642.38
2021-11-25;1614.42
2021-11-26;1614.54
2021-11-27;1615.55
2021-11-28;1641.39
2021-11-29;1623.79
2021-11-30;1651.67
2021-12-01;1685.4
2021-12-02;1680.91
2021-12-03;1681.87
2021-12-04;1681.12
2021-12-05;1683.2
2021-12-06;1679.06
2021-12-07;1662.79
2021-12-08;1637.47
2021-12-09;1646.13
2021-12-10;1641.35
2021-12-11;1640.94
2021-12-12;1668.17
2021-12-13;1666.47
2021-12-14;1624.76
2021-12-15;1628.95
2021-12-16;1641.89
2021-12-17;1641.11
2021-12-18;1643.35
2021-12-19;1641.57
2021-12-20;1642.87
2021-12-21;1645.27
2021-12-22;1631.55
2021-12-23;1641.19
2021-12-24;1638.6
2021-12-25;1622.17
2021-12-26;1603.78
2021-12-27;1602.18
2021-12-28;1601.97
2021-12-29;1633.02
2021-12-30;1656.45
2021-12-31;1687.67
2022-01-01;1692.91
2022-01-02;1679.99
2022-01-03;1669.67
2022-01-04;1652.82
2022-01-05;1668.63
2022-01-06;1708.6
2022-01-07;1705.83
2022-01-08;1694.6
2022-01-09;1708.67
2022-01-10;1705.44
2022-01-11;1683.33
2022-01-12;1657.48
2022-01-13;1658.95
2022-01-14;1643.55
2022-01-15;1648.85
2022-01-16;1638.9
2022-01-17;1634.44
2022-01-18;1629.55
2022-01-19;1601.61
2022-01-20;1583.72
2022-01-21;1588.03
2022-01-22;1593.88
2022-01-23;1581.32
2022-01-24;1593.99
2022-01-25;1597.78
2022-01-26;1642.51
2022-01-27;1630.97
2022-01-28;1554.63
2022-01-29;1550.08
2022-01-30;1548.77
2022-01-31;1542.74
2022-02-01;1529.93
2022-02-02;1548.57
2022-02-03;1548.4
2022-02-04;1547.5
2022-02-05;1542.37
2022-02-06;1548.89
2022-02-07;1557.68
2022-02-08;1529.68
2022-02-09;1543.22
2022-02-10;1549.08
2022-02-11;1543.68
2022-02-12;1546.51
2022-02-13;1531.33
2022-02-14;1528.76
2022-02-15;1513.94
2022-02-16;1520.84
2022-02-17;1524.48
2022-02-18;1514.21
2022-02-19;1507.17
2022-02-20;1507.59
2022-02-21;1504.67
2022-02-22;1500.51
2022-02-23;1507.15
2022-02-24;1507.62
2022-02-25;1495.41
2022-02-26;1506.6
2022-02-27;1502.85
2022-02-28;1486.08
2022-03-01;1471.07
2022-03-02;1447.5
2022-03-03;1440.95
2022-03-04;1434.59
2022-03-05;1429.67
2022-03-06;1439.04
2022-03-07;1441.84
2022-03-08;1428.35
2022-03-09;1426.43
2022-03-10;1420.23
2022-03-11;1414.56
2022-03-12;1427.17
2022-03-13;1427.17
2022-03-14;1421.17
2022-03-15;1391.54
2022-03-16;1385.68
2022-03-17;1362.48
2022-03-18;1370.71
2022-03-19;1362.91
2022-03-20;1368.39
2022-03-21;1364.27
2022-03-22;1362.18
2022-03-23;1352.68
2022-03-24;1367.29
2022-03-25;1374.35
2022-03-26;1371.56
2022-03-27;1365.12
2022-03-28;1381.05
2022-03-29;1366.57
2022-03-30;1367.74
2022-03-31;1368.48
2022-04-01;1350.74
2022-04-02;1335.82
2022-04-03;1344.25
2022-04-04;1353.06
2022-04-05;1340.12
2022-04-06;1330.27
2022-04-07;1339.75
2022-04-08;1335.56
2022-04-09;1328.73
2022-04-10;1327.87
2022-04-11;1343.66
2022-04-12;1312.89
2022-04-13;1302.48
2022-04-14;1305.08
2022-04-15;1308.48
2022-04-16;1303.24
2022-04-17;1300.08
2022-04-18;1286.02
2022-04-19;1288.52
2022-04-20;1258.88
2022-04-21;1246.74
2022-04-22;1239.64
2022-04-23;1240.26
2022-04-24;1245.9
2022-04-25;1238.55
2022-04-26;1237.66
2022-04-27;1210.39
2022-04-28;1206.16
2022-04-29;1233.36
2022-04-30;1205.61
2022-05-01;1241.3
2022-05-02;1251.22
2022-05-03;1223.2
2022-05-04;1194.51
2022-05-05;1194.15
2022-05-06;1198.88
2022-05-07;1179.24
2022-05-08;1168.01
2022-05-09;1165.14
2022-05-10;1160.67
2022-05-11;1168.61
2022-05-12;1168.98
2022-05-13;1161.45
2022-05-14;1149.57
2022-05-15;1143.33
2022-05-16;1140.33
2022-05-17;1098.45
2022-05-18;1095.53
2022-05-19;1046.86
2022-05-20;1055.2
2022-05-21;1050.53
2022-05-22;1049.6
2022-05-23;1048.09
2022-05-24;1048.9
2022-05-25;1047.75
2022-05-26;1046.25
2022-05-27;1040.39
2022-05-28;1042.38
2022-05-29;1079.6
2022-05-30;1037.84
2022-05-31;1039.01
2022-06-01;1022.18
2022-06-02;1027.88
2022-06-03;1022.64
2022-06-04;1033.57
2022-06-05;1043.99
2022-06-06;1047.79
2022-06-07;1037.49
2022-06-08;1017.96
2022-06-09;1026.54
2022-06-10;1017.55
2022-06-11;1018
2022-06-12;1028.87
2022-06-13;1007.04
2022-06-14;999.48
2022-06-15;998.93
2022-06-16;992.7
2022-06-17;999.01
2022-06-18;1012.8
2022-06-19;1012.92
2022-06-20;1011.99
2022-06-21;1012.43
2022-06-22;1000.78
2022-06-23;1014.7
2022-06-24;1011.17
2022-06-25;1010
2022-06-26;1038.48
2022-06-27;1028.75
2022-06-28;1022.26
2022-06-29;1048.6
2022-06-30;1041.96
2022-07-01;1023.6
2022-07-02;1021.38
2022-07-03;948.24
2022-07-04;1014.47
2022-07-05;1029.17
2022-07-06;1032.91
2022-07-07;1016.85
2022-07-08;1016.31
2022-07-09;951.08
2022-07-10;961.67
2022-07-11;940.16
2022-07-12;933.59
2022-07-13;926.67
2022-07-14;939.43
2022-07-15;930.39
2022-07-16;923.1
2022-07-17;926.7
2022-07-18;925.14
2022-07-19;923.57
2022-07-20;924.83
2022-07-21;910.94
2022-07-22;905.95
2022-07-23;902.87
2022-07-24;938.36
2022-07-25;962.63
2022-07-26;945.96
2022-07-27;944.22
2022-07-28;940.73
2022-07-29;937.43
2022-07-30;936.42
2022-07-31;936.7
2022-08-01;957.6
2022-08-02;949.01
2022-08-03;963.02
2022-08-04;962.47
2022-08-05;941.96
2022-08-06;905.99
2022-08-07;908.84
2022-08-08;896.3
2022-08-09;896.53
2022-08-10;894.11
2022-08-11;900.14
2022-08-12;895.19
2022-08-13;894.66
2022-08-14;900.1
2022-08-15;900.08
2022-08-16;936.45
2022-08-17;932.4
2022-08-18;920.82
2022-08-19;891.35
2022-08-20;890.4
2022-08-21;887.37
2022-08-22;878.22
2022-08-23;880.04
2022-08-24;886.15
2022-08-25;889.67
2022-08-26;891.15
2022-08-27;891.82
2022-08-28;880.21
2022-08-29;855.84
2022-08-30;856.5
2022-08-31;849.9
2022-09-01;860.37
2022-09-02;864.42
2022-09-03;870.04
2022-09-04;857.35
2022-09-05;865.58
2022-09-06;857.77
2022-09-07;843.42
2022-09-08;849.77
2022-09-09;868.12
2022-09-10;848.5
2022-09-11;848.29
2022-09-12;863.62
2022-09-13;862.94
2022-09-14;840.03
2022-09-15;851.71
2022-09-16;848.13
2022-09-17;851.39
2022-09-18;840.42
2022-09-19;838.69
2022-09-20;835.24
2022-09-21;828.76
2022-09-22;817.9
2022-09-23;830.36
2022-09-24;832.06
2022-09-25;829.4
2022-09-26;840.32
2022-09-27;833.39
2022-09-28;812.83
2022-09-29;810.22
2022-09-30;809.36
2022-10-01;803.26
2022-10-02;826.68
2022-10-03;811.28
2022-10-04;819.81
2022-10-05;812
2022-10-06;814.87
2022-10-07;801.59
2022-10-08;790.53
2022-10-09;802.62
2022-10-10;804.54
2022-10-11;799.59
2022-10-12;802.43
2022-10-13;800.48
2022-10-14;807.34
2022-10-15;807.05
2022-10-16;814.19
2022-10-17;805.8
2022-10-18;818.08
2022-10-19;834.57
2022-10-20;815.04
2022-10-21;798
2022-10-22;810.5
2022-10-23;836.47
2022-10-24;819.83
2022-10-25;823.56
2022-10-26;835.04
2022-10-27;828.32
2022-10-28;816.53
2022-10-29;820.48
2022-10-30;823.39
2022-10-31;814.36
2022-11-01;846.42
2022-11-02;872.65
2022-11-03;822.97
2022-11-04;856.79
2022-11-05;859.97
2022-11-06;857.68
2022-11-07;857.68
2022-11-08;857.68
2022-11-09;817.2
2022-11-10;846.3
2022-11-11;834.76
2022-11-12;829.96
2022-11-13;840.72
